,SN,Contract No,Symbol,Buyer,Seller,Quantity,Rate,Amount,Trading Date,VWAP,Rolling Volatility,Trade Size,Buyer Info,Seller Info,Above_VWAP,Below_VWAP,Qty_Outlier,Amount_Outlier
53285,53786,2030000000000000.0,SHPC,46,29,744.0,543.0,0.0,2025-09-08,538.9915543486029,290.8546257725987,Large,Known Broker,Known Broker,True,False,True,False
53292,53793,2030000000000000.0,UNHPL,58,58,701.0,449.0,0.0,2025-09-08,456.54486181837126,259.23027086609886,Large,Known Broker,Known Broker,False,True,True,False
53294,53795,2030000000000000.0,HIDCL,90,17,2.0,267.6,535.2,2025-09-08,271.3138952392916,118.0227520437819,Small,Known Broker,Known Broker,False,True,False,True
4880,5381,2030000000000000.0,LEC,14,53,635.0,211.9,0.0,2025-09-08,211.5893387230881,168.29475135404908,Large,Known Broker,Known Broker,True,False,True,False
53327,53828,2030000000000000.0,DORDI,6,40,695.0,239.0,0.0,2025-09-08,238.47625488173932,58.84049059377734,Large,Known Broker,Known Broker,True,False,True,False
4885,5386,2030000000000000.0,GSY,10,58,100.0,9.1,910.0,2025-09-08,9.009583333333333,505.2392205678371,Large,Known Broker,Known Broker,True,False,False,True
53413,53914,2030000000000000.0,LBBL,45,46,800.0,529.9,0.0,2025-09-08,524.6788026970823,69.16663453806802,Large,Known Broker,Known Broker,True,False,True,False
53471,53972,2030000000000000.0,BHDC,84,56,630.0,584.9,0.0,2025-09-08,573.7702118184095,0.05773498219196623,Large,Known Broker,Known Broker,True,False,True,False
53508,54009,2030000000000000.0,UPCL,33,34,642.0,410.0,0.0,2025-09-08,411.3926609815923,133.15578595509774,Large,Known Broker,Known Broker,False,True,True,False
4901,5402,2030000000000000.0,KSBBL,35,56,857.0,525.0,0.0,2025-09-08,526.8804312337569,343.40840603183887,Large,Known Broker,Known Broker,False,True,True,False
53528,54029,2030000000000000.0,HRL,16,55,1.0,966.8,966.8,2025-09-08,979.7508980090372,269.8760147425689,Small,Known Broker,Known Broker,False,True,False,True
53607,54108,2030000000000000.0,SNLI,21,48,1.0,452.0,452.0,2025-09-08,454.30175086107926,107.22878966639023,Small,Known Broker,Known Broker,False,True,False,True
53617,54118,2030000000000000.0,HRL,4,18,760.0,985.1,0.0,2025-09-08,979.7508980090372,495.75952167691423,Large,Known Broker,Known Broker,True,False,True,False
53634,54135,2030000000000000.0,UPCL,7,16,937.0,410.0,0.0,2025-09-08,411.3926609815923,26.500566031472104,Large,Known Broker,Known Broker,False,True,True,False
53716,54217,2030000000000000.0,SEF,34,33,100.0,9.3,930.0,2025-09-08,9.270768269831356,192.1506266794652,Large,Known Broker,Known Broker,True,False,False,True
53729,54230,2030000000000000.0,UPCL,26,92,750.0,409.7,0.0,2025-09-08,411.3926609815923,72.83275362077951,Large,Known Broker,Known Broker,False,True,True,False
53768,54269,2030000000000000.0,UNHPL,33,48,833.0,450.0,0.0,2025-09-08,456.54486181837126,117.61808250997218,Large,Known Broker,Known Broker,False,True,True,False
53903,54404,2030000000000000.0,PMHPL,44,42,650.0,353.4,0.0,2025-09-08,352.30811812139046,303.2489461371991,Large,Known Broker,Known Broker,True,False,True,False
53927,54428,2030000000000000.0,KSBBL,35,77,900.0,529.0,0.0,2025-09-08,526.8804312337569,0.0,Large,Known Broker,Known Broker,True,False,True,False
53966,54467,2030000000000000.0,NIMB,32,39,753.0,206.3,0.0,2025-09-08,205.93632220009192,0.0,Large,Known Broker,Known Broker,True,False,True,False
54005,54506,2030000000000000.0,TVCL,48,45,800.0,440.0,0.0,2025-09-08,439.45077653149264,1.4742229551739223,Large,Known Broker,Known Broker,True,False,True,False
54037,54538,2030000000000000.0,MMF1,45,38,100.0,9.79,979.0,2025-09-08,9.8003583855254,291.2010268411108,Large,Known Broker,Known Broker,False,True,False,True
54046,54547,2030000000000000.0,KBL,48,59,950.0,197.0,0.0,2025-09-08,195.39428881472838,0.4932882643627918,Large,Known Broker,Known Broker,True,False,True,False
54057,54558,2030000000000000.0,HBL,13,19,930.0,200.5,0.0,2025-09-08,200.8905443794453,172.91640562225473,Large,Known Broker,Known Broker,False,True,True,False
54075,54576,2030000000000000.0,HIDCL,90,16,1.0,276.0,276.0,2025-09-08,271.3138952392916,206.69139636986543,Small,Known Broker,Known Broker,True,False,False,True
54078,54579,2030000000000000.0,SHIVM,17,47,891.0,588.0,0.0,2025-09-08,582.6545621696162,339.4819582834799,Large,Known Broker,Known Broker,True,False,True,False
54145,54646,2030000000000000.0,HLI,21,35,2.0,390.0,780.0,2025-09-08,395.0524708789269,200.13245613837714,Small,Known Broker,Known Broker,False,True,False,True
54164,54665,2030000000000000.0,NABIL,6,34,800.0,510.3,0.0,2025-09-08,511.22047945548263,292.5215604589244,Large,Known Broker,Known Broker,False,True,True,False
54255,54756,2030000000000000.0,UPPER,51,58,3.0,186.0,558.0,2025-09-08,184.21903205587392,36.36280150527756,Small,Known Broker,Known Broker,True,False,False,True
54276,54777,2030000000000000.0,NICGF2,49,58,100.0,8.66,866.0,2025-09-08,8.712972972972972,269.241524533859,Large,Known Broker,Known Broker,False,True,False,True
54302,54803,2030000000000000.0,NRM,7,54,803.0,458.7,0.0,2025-09-08,450.7210002548059,153.6841024091916,Large,Known Broker,Known Broker,True,False,True,False
54328,54829,2030000000000000.0,LEC,41,58,990.0,214.7,0.0,2025-09-08,211.5893387230881,22.522655260404655,Large,Known Broker,Known Broker,True,False,True,False
54329,54830,2030000000000000.0,UPPER,44,8,830.0,184.2,0.0,2025-09-08,184.21903205587392,15.26204442328074,Large,Known Broker,Known Broker,False,True,True,False
54364,54865,2030000000000000.0,HRL,21,46,1.0,973.0,973.0,2025-09-08,979.7508980090372,445.94534792205457,Small,Known Broker,Known Broker,False,True,False,True
4986,5487,2030000000000000.0,NIMB,35,48,699.0,205.3,0.0,2025-09-08,205.93632220009192,281.5754428212534,Large,Known Broker,Known Broker,False,True,True,False
54397,54898,2030000000000000.0,BPCL,6,81,963.0,805.9,0.0,2025-09-08,802.0449179571917,162.80322478377312,Large,Known Broker,Known Broker,True,False,True,False
54399,54900,2030000000000000.0,BPCL,6,81,672.0,806.0,0.0,2025-09-08,802.0449179571917,154.758747733367,Large,Known Broker,Known Broker,True,False,True,False
4990,5491,2030000000000000.0,NICFC,57,58,100.0,9.1,910.0,2025-09-08,9.041509433962265,182.25334016137606,Large,Known Broker,Known Broker,True,False,False,True
4994,5495,2030000000000000.0,ILI,42,45,756.0,445.0,0.0,2025-09-08,444.2173221960911,256.92086978933594,Large,Known Broker,Known Broker,True,False,True,False
54490,54991,2030000000000000.0,UPCL,4,33,870.0,410.0,0.0,2025-09-08,411.3926609815923,247.43686063313518,Large,Known Broker,Known Broker,False,True,True,False
54520,55021,2030000000000000.0,NABIL,45,44,750.0,510.3,0.0,2025-09-08,511.22047945548263,105.48565463284825,Large,Known Broker,Known Broker,False,True,True,False
54525,55026,2030000000000000.0,SAHAS,42,22,700.0,634.0,0.0,2025-09-08,625.1987110999977,223.26686573094932,Large,Known Broker,Known Broker,True,False,True,False
5007,5508,2030000000000000.0,KDBY,47,43,100.0,9.25,925.0,2025-09-08,9.149615384615384,564.5042257001544,Large,Known Broker,Known Broker,True,False,False,True
54591,55092,2030000000000000.0,EBL,49,59,875.0,716.0,0.0,2025-09-08,714.1563673550174,266.2629589960282,Large,Known Broker,Known Broker,True,False,True,False
54601,55102,2030000000000000.0,HRL,58,80,990.0,985.5,0.0,2025-09-08,979.7508980090372,0.0,Large,Known Broker,Known Broker,True,False,True,False
54602,55103,2030000000000000.0,HRL,4,80,800.0,985.6,0.0,2025-09-08,979.7508980090372,0.05773512485120815,Large,Known Broker,Known Broker,True,False,True,False
54636,55137,2030000000000000.0,SPDL,7,52,850.0,397.9,0.0,2025-09-08,401.774507579763,217.4454031092012,Large,Known Broker,Known Broker,False,True,True,False
54664,55165,2030000000000000.0,HRL,4,33,700.0,985.6,0.0,2025-09-08,979.7508980090372,365.4133321778605,Large,Known Broker,Known Broker,True,False,True,False
54733,55234,2030000000000000.0,NMB,34,25,887.0,250.0,0.0,2025-09-08,247.3060984863613,164.0106094128782,Large,Known Broker,Known Broker,True,False,True,False
54745,55246,2030000000000000.0,SHPC,4,49,679.0,543.0,0.0,2025-09-08,538.9915543486029,313.501196169943,Large,Known Broker,Known Broker,True,False,True,False
54750,55251,2030000000000000.0,SAHAS,42,22,700.0,634.0,0.0,2025-09-08,625.1987110999977,99.71474314258501,Large,Known Broker,Known Broker,True,False,True,False
54761,55262,2030000000000000.0,HRL,45,68,1.0,967.0,967.0,2025-09-08,979.7508980090372,395.17237167257196,Small,Known Broker,Known Broker,False,True,False,True
54769,55270,2030000000000000.0,SFEF,38,58,100.0,9.2,920.0,2025-09-08,9.153333333333334,228.2902319416669,Large,Known Broker,Known Broker,True,False,False,True
54803,55304,2030000000000000.0,NICGF2,49,58,100.0,8.66,866.0,2025-09-08,8.712972972972972,201.23904823197572,Large,Known Broker,Known Broker,False,True,False,True
54819,55320,2030000000000000.0,HDHPC,35,48,810.0,183.0,0.0,2025-09-08,182.7698332387975,101.80044204216865,Large,Known Broker,Known Broker,True,False,True,False
54861,55362,2030000000000000.0,SAHAS,42,22,700.0,634.0,0.0,2025-09-08,625.1987110999977,86.81188474700707,Large,Known Broker,Known Broker,True,False,True,False
54883,55384,2030000000000000.0,SHPC,4,91,700.0,543.0,0.0,2025-09-08,538.9915543486029,52.53887449616355,Large,Known Broker,Known Broker,True,False,True,False
54898,55399,2030000000000000.0,SAHAS,42,22,700.0,634.0,0.0,2025-09-08,625.1987110999977,165.24358787356877,Large,Known Broker,Known Broker,True,False,True,False
55015,55516,2030000000000000.0,RMF1,17,45,900.0,9.2,0.0,2025-09-08,9.157480029048656,233.07630367181204,Large,Known Broker,Known Broker,True,False,True,False
55016,55517,2030000000000000.0,RMF1,58,45,100.0,9.2,920.0,2025-09-08,9.157480029048656,233.0763036717996,Large,Known Broker,Known Broker,True,False,False,True
55059,55560,2030000000000000.0,SANIMA,35,47,740.0,365.3,0.0,2025-09-08,365.24953040257503,224.2312719790208,Large,Known Broker,Known Broker,True,False,True,False
55061,55562,2030000000000000.0,SANIMA,53,47,900.0,365.4,0.0,2025-09-08,365.24953040257503,0.05773489794657961,Large,Known Broker,Known Broker,True,False,True,False
5057,5558,2030000000000000.0,EBL,34,45,900.0,711.0,0.0,2025-09-08,714.1563673550174,75.42545989252218,Large,Known Broker,Known Broker,False,True,True,False
55123,55624,2030000000000000.0,BHDC,80,57,700.0,577.5,0.0,2025-09-08,573.7702118184095,227.01412584532375,Large,Known Broker,Known Broker,True,False,True,False
55141,55642,2030000000000000.0,SNLI,49,58,1.0,452.0,452.0,2025-09-08,454.30175086107926,401.64425801944805,Small,Known Broker,Known Broker,False,True,False,True
55155,55656,2030000000000000.0,PBD85,42,100,733.0,0.0,0.0,2025-09-08,0.0,115.87419902623901,Large,Known Broker,Known Broker,False,False,True,False
55174,55675,2030000000000000.0,ADBL,28,55,981.0,320.1,0.0,2025-09-08,318.2719262638099,184.80982116752878,Large,Known Broker,Known Broker,True,False,True,False
55241,55742,2030000000000000.0,NICA,58,42,800.0,341.2,0.0,2025-09-08,339.855737757732,58.13917210723101,Large,Known Broker,Known Broker,True,False,True,False
55280,55781,2030000000000000.0,SHIVM,44,14,945.0,592.0,0.0,2025-09-08,582.6545621696162,58.28210131185886,Large,Known Broker,Known Broker,True,False,True,False
55291,55792,2030000000000000.0,ADBL,28,55,981.0,320.2,0.0,2025-09-08,318.2719262638099,105.95217474557012,Large,Known Broker,Known Broker,True,False,True,False
55329,55830,2030000000000000.0,UPCL,56,21,674.0,412.0,0.0,2025-09-08,411.3926609815923,119.22283058759008,Large,Known Broker,Known Broker,True,False,True,False
55347,55848,2030000000000000.0,AHPC,16,54,680.0,283.0,0.0,2025-09-08,282.77807694917556,74.73800907158903,Large,Known Broker,Known Broker,True,False,True,False
5094,5595,2030000000000000.0,BPCL,92,53,900.0,800.9,0.0,2025-09-08,802.0449179571917,312.02420312104806,Large,Known Broker,Known Broker,False,True,True,False
55450,55951,2030000000000000.0,KBL,38,55,977.0,196.4,0.0,2025-09-08,195.39428881472838,352.3452426243129,Large,Known Broker,Known Broker,True,False,True,False
55460,55961,2030000000000000.0,UNHPL,67,19,650.0,452.0,0.0,2025-09-08,456.54486181837126,145.3190627549764,Large,Known Broker,Known Broker,False,True,True,False
55469,55970,2030000000000000.0,UPCL,48,33,700.0,411.8,0.0,2025-09-08,411.3926609815923,30.975205137672617,Large,Known Broker,Known Broker,True,False,True,False
55472,55973,2030000000000000.0,SHIVM,7,74,700.0,591.0,0.0,2025-09-08,582.6545621696162,198.52825995305298,Large,Known Broker,Known Broker,True,False,True,False
55493,55994,2030000000000000.0,SHEL,99,17,904.0,302.6,0.0,2025-09-08,303.3728467373475,228.7018656096307,Large,Known Broker,Known Broker,False,True,True,False
55526,56027,2030000000000000.0,BPCL,6,62,900.0,808.1,0.0,2025-09-08,802.0449179571917,103.08687274983514,Large,Known Broker,Known Broker,True,False,True,False
55555,56056,2030000000000000.0,NGPL,71,63,800.0,396.8,0.0,2025-09-08,397.2731191471952,170.96714109244576,Large,Known Broker,Known Broker,False,True,True,False
55589,56090,2030000000000000.0,KPCL,5,58,947.0,550.8,0.0,2025-09-08,548.3447876873347,117.22275092033814,Large,Known Broker,Known Broker,True,False,True,False
55626,56127,2030000000000000.0,HLBSL,14,50,1.0,939.0,939.0,2025-09-08,950.6643315244204,370.0415111848866,Small,Known Broker,Known Broker,False,True,False,True
55742,56243,2030000000000000.0,SANIMA,44,47,740.0,365.3,0.0,2025-09-08,365.24953040257503,84.00573393121452,Large,Known Broker,Known Broker,True,False,True,False
55792,56293,2030000000000000.0,MKJC,60,3,637.0,598.0,0.0,2025-09-08,605.2195299125525,0.0,Large,Known Broker,Known Broker,False,True,True,False
55807,56308,2030000000000000.0,SHEL,35,59,759.0,302.7,0.0,2025-09-08,303.3728467373475,67.06074360840232,Large,Known Broker,Known Broker,False,True,True,False
55831,56332,2030000000000000.0,GHL,47,42,800.0,220.1,0.0,2025-09-08,218.7739030937816,159.55075472500866,Large,Known Broker,Known Broker,True,False,True,False
5134,5635,2030000000000000.0,UMRH,33,48,700.0,574.0,0.0,2025-09-08,577.1237818859272,368.18191156002763,Large,Known Broker,Known Broker,False,True,True,False
55855,56356,2030000000000000.0,SHIVM,7,38,840.0,591.0,0.0,2025-09-08,582.6545621696162,179.2644508354161,Large,Known Broker,Known Broker,True,False,True,False
55936,56437,2030000000000000.0,NMBHF2,52,34,100.0,8.98,898.0,2025-09-08,8.995427728613569,426.7280032995108,Large,Known Broker,Known Broker,False,True,False,True
55956,56457,2030000000000000.0,CBBL,66,71,827.0,0.0,0.0,2025-09-08,0.0,0.0,Large,Known Broker,Known Broker,False,False,True,False
55992,56493,2030000000000000.0,GSY,10,55,100.0,9.24,924.0,2025-09-08,9.009583333333333,242.92589926418856,Large,Known Broker,Known Broker,True,False,False,True
5149,5650,2030000000000000.0,CLI,42,62,750.0,455.1,0.0,2025-09-08,456.87038722120565,91.27907755884497,Large,Known Broker,Known Broker,False,True,True,False
56002,56503,2030000000000000.0,SARBTM,58,21,1.0,900.0,900.0,2025-09-08,894.2986210449752,351.57582871029047,Small,Known Broker,Known Broker,True,False,False,True
56010,56511,2030000000000000.0,NRIC,81,51,790.0,0.0,0.0,2025-09-08,0.0,228.07742106569432,Large,Known Broker,Known Broker,False,False,True,False
56020,56521,2030000000000000.0,SLBBL,8,19,1.0,918.0,918.0,2025-09-08,918.3567940100401,285.8476342389332,Small,Known Broker,Known Broker,False,True,False,True
56033,56534,2030000000000000.0,UNHPL,77,39,630.0,452.0,0.0,2025-09-08,456.54486181837126,131.24238390595215,Large,Known Broker,Known Broker,False,True,True,False
56073,56574,2030000000000000.0,MMF1,19,58,100.0,9.8,980.0,2025-09-08,9.8003583855254,145.773385773866,Large,Known Broker,Known Broker,False,True,False,True
56168,56669,2030000000000000.0,HIDCL,62,1,920.0,273.1,0.0,2025-09-08,271.3138952392916,152.0856161289081,Large,Known Broker,Known Broker,True,False,True,False
56179,56680,2030000000000000.0,EBL,42,71,696.0,717.6,0.0,2025-09-08,714.1563673550174,139.48782503620194,Large,Known Broker,Known Broker,True,False,True,False
56190,56691,2030000000000000.0,SHPC,4,88,700.0,543.0,0.0,2025-09-08,538.9915543486029,38.97435053968859,Large,Known Broker,Known Broker,True,False,True,False
56197,56698,2030000000000000.0,UPCL,29,60,796.0,411.9,0.0,2025-09-08,411.3926609815923,183.208251269752,Large,Known Broker,Known Broker,True,False,True,False
56201,56702,2030000000000000.0,UPCL,29,21,900.0,411.0,0.0,2025-09-08,411.3926609815923,0.5196152294385981,Large,Known Broker,Known Broker,False,True,True,False
56215,56716,2030000000000000.0,AHPC,62,57,970.0,286.0,0.0,2025-09-08,282.77807694917556,118.41454021072524,Large,Known Broker,Known Broker,True,False,True,False
56252,56753,2030000000000000.0,RHGCL,49,35,670.0,262.2,0.0,2025-09-08,257.8034718455028,95.20511190748046,Large,Known Broker,Known Broker,True,False,True,False
56269,56770,2030000000000000.0,NTC,4,34,764.0,825.1,0.0,2025-09-08,827.0519616026711,412.7914364421655,Large,Known Broker,Known Broker,False,True,True,False
56284,56785,2030000000000000.0,MBLEF,43,77,100.0,9.0,900.0,2025-09-08,9.062,246.42484317396284,Large,Known Broker,Known Broker,False,True,False,True
56287,56788,2030000000000000.0,SANIMA,35,47,815.0,366.0,0.0,2025-09-08,365.24953040257503,183.2948444446182,Large,Known Broker,Known Broker,True,False,True,False
5178,5679,2030000000000000.0,PHCL,58,42,740.0,388.3,0.0,2025-09-08,390.02282708142724,12.874911002342397,Large,Known Broker,Known Broker,False,True,True,False
56385,56886,2030000000000000.0,KBL,58,58,4.0,197.0,788.0,2025-09-08,195.39428881472838,5.9231185460267355,Small,Known Broker,Known Broker,True,False,False,True
56427,56928,2030000000000000.0,HRL,42,41,1.0,988.0,988.0,2025-09-08,979.7508980090372,513.8573404165659,Small,Known Broker,Known Broker,True,False,False,True
56460,56961,2030000000000000.0,UMHL,43,62,800.0,574.2,0.0,2025-09-08,574.7904068966278,430.62127211737845,Large,Known Broker,Known Broker,False,True,True,False
56474,56975,2030000000000000.0,RMF2,49,34,100.0,9.01,901.0,2025-09-08,9.003275769023205,241.17348534470383,Large,Known Broker,Known Broker,True,False,False,True
56493,56994,2030000000000000.0,NIBLSTF,21,22,100.0,8.36,836.0,2025-09-08,8.485333333333333,278.1102237123185,Large,Known Broker,Known Broker,False,True,False,True
5201,5702,2030000000000000.0,UMRH,33,48,700.0,574.0,0.0,2025-09-08,577.1237818859272,496.0132693117441,Large,Known Broker,Known Broker,False,True,True,False
56523,57024,2030000000000000.0,RADHI,52,60,900.0,761.0,0.0,2025-09-08,755.9634460172596,326.42354898709084,Large,Known Broker,Known Broker,True,False,True,False
56558,57059,2030000000000000.0,SARBTM,58,56,800.0,900.0,0.0,2025-09-08,894.2986210449752,352.9735589719486,Large,Known Broker,Known Broker,True,False,True,False
56572,57073,2030000000000000.0,GSY,10,7,100.0,9.06,906.0,2025-09-08,9.009583333333333,230.93433958591044,Large,Known Broker,Known Broker,True,False,False,True
56581,57082,2030000000000000.0,KBL,58,49,3.0,196.5,589.5,2025-09-08,195.39428881472838,204.60279405059563,Small,Known Broker,Known Broker,True,False,False,True
56611,57112,2030000000000000.0,NMBHF2,52,77,100.0,8.98,898.0,2025-09-08,8.995427728613569,233.69473421534065,Large,Known Broker,Known Broker,False,True,False,True
56667,57168,2030000000000000.0,UPCL,71,81,636.0,409.0,0.0,2025-09-08,411.3926609815923,0.0,Large,Known Broker,Known Broker,False,True,True,False
56676,57177,2030000000000000.0,HRL,45,6,1.0,969.0,969.0,2025-09-08,979.7508980090372,441.49975084929406,Small,Known Broker,Known Broker,False,True,False,True
56698,57199,2030000000000000.0,UPCL,56,45,850.0,407.9,0.0,2025-09-08,411.3926609815923,0.28867511107797783,Large,Known Broker,Known Broker,False,True,True,False
56734,57235,2030000000000000.0,HRL,21,6,1.0,973.0,973.0,2025-09-08,979.7508980090372,426.6895163152278,Small,Known Broker,Known Broker,False,True,False,True
56831,57332,2030000000000000.0,MNBBL,8,57,873.0,443.0,0.0,2025-09-08,438.0804152090383,20.784609690528022,Large,Known Broker,Known Broker,True,False,True,False
56841,57342,2030000000000000.0,HRL,45,49,1.0,969.0,969.0,2025-09-08,979.7508980090372,511.45647908691683,Small,Known Broker,Known Broker,False,True,False,True
56882,57383,2030000000000000.0,GSY,52,77,100.0,8.9,890.0,2025-09-08,9.009583333333333,321.92033693651274,Large,Known Broker,Known Broker,False,True,False,True
5242,5743,2030000000000000.0,HIDCL,7,18,870.0,270.2,0.0,2025-09-08,271.3138952392916,261.7305484653883,Large,Known Broker,Known Broker,False,True,True,False
56931,57432,2030000000000000.0,HRL,34,59,687.0,987.7,0.0,2025-09-08,979.7508980090372,292.4673713994987,Large,Known Broker,Known Broker,True,False,True,False
56954,57455,2030000000000000.0,HRL,45,38,1.0,969.0,969.0,2025-09-08,979.7508980090372,331.80325997995834,Small,Known Broker,Known Broker,False,True,False,True
56963,57464,2030000000000000.0,SHPC,49,38,690.0,545.0,0.0,2025-09-08,538.9915543486029,66.39528095673775,Large,Known Broker,Known Broker,True,False,True,False
57044,57545,2030000000000000.0,AKPL,100,21,630.0,255.0,0.0,2025-09-08,253.25692971779202,128.70685037448334,Large,Known Broker,Known Broker,True,False,True,False
57048,57549,2030000000000000.0,GBIMESY2,4,26,100.0,9.18,918.0,2025-09-08,9.127058823529412,315.100460382587,Large,Known Broker,Known Broker,True,False,False,True
57085,57586,2030000000000000.0,ADBL,28,55,628.0,320.3,0.0,2025-09-08,318.2719262638099,205.7086045842298,Large,Known Broker,Known Broker,True,False,True,False
57091,57592,2030000000000000.0,UNHPL,57,17,795.0,455.9,0.0,2025-09-08,456.54486181837126,129.703983490546,Large,Known Broker,Known Broker,False,True,True,False
57115,57616,2030000000000000.0,BPCL,63,80,850.0,808.1,0.0,2025-09-08,802.0449179571917,203.54484354395296,Large,Known Broker,Known Broker,True,False,True,False
5266,5767,2030000000000000.0,AKPL,4,64,749.0,252.5,0.0,2025-09-08,253.25692971779202,351.1709256662859,Large,Known Broker,Known Broker,False,True,True,False
57222,57723,2030000000000000.0,HRL,45,50,1.0,973.0,973.0,2025-09-08,979.7508980090372,561.7618119214906,Small,Known Broker,Known Broker,False,True,False,True
57250,57751,2030000000000000.0,BPCL,63,58,650.0,808.1,0.0,2025-09-08,802.0449179571917,405.4857621832369,Large,Known Broker,Known Broker,True,False,True,False
57257,57758,2030000000000000.0,UNHPL,28,36,750.0,452.0,0.0,2025-09-08,456.54486181837126,249.18483099896204,Large,Known Broker,Known Broker,False,True,True,False
57261,57762,2030000000000000.0,NIMB,57,52,899.0,206.4,0.0,2025-09-08,205.93632220009192,41.55783119114791,Large,Known Broker,Known Broker,True,False,True,False
57320,57821,2030000000000000.0,NBF3,32,17,100.0,9.06,906.0,2025-09-08,9.10811320754717,113.34935906290893,Large,Known Broker,Known Broker,False,True,False,True
57322,57823,2030000000000000.0,SNLI,21,41,1.0,448.0,448.0,2025-09-08,454.30175086107926,261.5963860606305,Small,Known Broker,Known Broker,False,True,False,True
57335,57836,2030000000000000.0,NICGF2,49,49,100.0,8.66,866.0,2025-09-08,8.712972972972972,272.9373527630767,Large,Known Broker,Known Broker,False,True,False,True
57396,57897,2030000000000000.0,SNLI,42,34,1.0,448.0,448.0,2025-09-08,454.30175086107926,150.90301521170827,Small,Known Broker,Known Broker,False,True,False,True
57397,57898,2030000000000000.0,KPCL,52,56,751.0,555.0,0.0,2025-09-08,548.3447876873347,181.77601601967797,Large,Known Broker,Known Broker,True,False,True,False
57502,58003,2030000000000000.0,NIFRA,39,58,936.0,273.0,0.0,2025-09-08,270.6788130899634,141.14886940147946,Large,Known Broker,Known Broker,True,False,True,False
57542,58043,2030000000000000.0,HLI,21,49,1.0,388.0,388.0,2025-09-08,395.0524708789269,136.36104037927143,Small,Known Broker,Known Broker,False,True,False,True
5315,5816,2030000000000000.0,AKJCL,25,42,900.0,191.2,0.0,2025-09-08,193.01680120878046,165.93863413917992,Large,Known Broker,Known Broker,False,True,True,False
5318,5819,2030000000000000.0,BPCL,54,94,627.0,801.0,0.0,2025-09-08,802.0449179571917,412.8404813403316,Large,Known Broker,Known Broker,False,True,True,False
57689,58190,2030000000000000.0,UPCL,41,45,900.0,406.1,0.0,2025-09-08,411.3926609815923,395.5551807691561,Large,Known Broker,Known Broker,False,True,True,False
57705,58206,2030000000000000.0,DORDI,17,42,796.0,240.1,0.0,2025-09-08,238.47625488173932,141.44378152932376,Large,Known Broker,Known Broker,True,False,True,False
5325,5826,2030000000000000.0,GLH,38,62,860.0,251.2,0.0,2025-09-08,252.01345554967978,267.68076135574415,Large,Known Broker,Known Broker,False,True,True,False
57773,58274,2030000000000000.0,PMLI,59,6,1.0,482.0,482.0,2025-09-08,487.38928571428573,148.35430563349018,Small,Known Broker,Known Broker,False,True,False,True
57795,58296,2030000000000000.0,SNLI,42,35,1.0,448.4,448.4,2025-09-08,454.30175086107926,131.4626562944079,Small,Known Broker,Known Broker,False,True,False,True
57834,58335,2030000000000000.0,DORDI,62,42,907.0,240.4,0.0,2025-09-08,238.47625488173932,0.09999989623533896,Large,Known Broker,Known Broker,True,False,True,False
57837,58338,2030000000000000.0,SEF,59,6,101.0,9.5,959.5,2025-09-08,9.270768269831356,453.9665002324662,Large,Known Broker,Known Broker,True,False,False,True
57839,58340,2030000000000000.0,HIDCL,44,51,830.0,276.0,0.0,2025-09-08,271.3138952392916,168.34587412024834,Large,Known Broker,Known Broker,True,False,True,False
57895,58396,2030000000000000.0,SHEL,18,5,777.0,303.0,0.0,2025-09-08,303.3728467373475,131.92548401776736,Large,Known Broker,Known Broker,False,True,True,False
57900,58401,2030000000000000.0,SFEF,52,45,100.0,9.1,910.0,2025-09-08,9.153333333333334,294.9523746866865,Large,Known Broker,Known Broker,False,True,False,True
58013,58514,2030000000000000.0,MMF1,10,5,100.0,9.89,989.0,2025-09-08,9.8003583855254,229.2715653978503,Large,Known Broker,Known Broker,True,False,False,True
5356,5857,2030000000000000.0,NRN,49,48,718.0,0.0,0.0,2025-09-08,0.0,236.02079004466538,Large,Known Broker,Known Broker,False,False,True,False
58081,58582,2030000000000000.0,UPCL,61,3,936.0,410.0,0.0,2025-09-08,411.3926609815923,323.6773084415958,Large,Known Broker,Known Broker,False,True,True,False
58137,58638,2030000000000000.0,UPCL,58,60,700.0,409.8,0.0,2025-09-08,411.3926609815923,120.50233746001048,Large,Known Broker,Known Broker,False,True,True,False
58148,58649,2030000000000000.0,NICFC,41,17,100.0,8.82,882.0,2025-09-08,9.041509433962265,391.72419906526204,Large,Known Broker,Known Broker,False,True,False,True
58186,58687,2030000000000000.0,HDL,81,99,880.0,0.0,0.0,2025-09-08,0.0,269.02844335369633,Large,Known Broker,Known Broker,False,False,True,False
58193,58694,2030000000000000.0,HLI,21,36,1.0,390.0,390.0,2025-09-08,395.0524708789269,65.0001025639033,Small,Known Broker,Known Broker,False,True,False,True
58211,58712,2030000000000000.0,LEC,1,58,700.0,217.9,0.0,2025-09-08,211.5893387230881,519.0822702937558,Large,Known Broker,Known Broker,True,False,True,False
58246,58747,2030000000000000.0,UPCL,1,36,700.0,408.8,0.0,2025-09-08,411.3926609815923,236.02079004466614,Large,Known Broker,Known Broker,False,True,True,False
58284,58785,2030000000000000.0,SNLI,42,34,1.0,454.0,454.0,2025-09-08,454.30175086107926,262.11702221204325,Small,Known Broker,Known Broker,False,True,False,True
