SN,Contract No,Symbol,Buyer,Seller,Quantity,Rate,Amount
51583,2030000000000000.0,MEHL,17,62,100.0,431.8,0.0
51584,2030000000000000.0,NIFRA,56,58,144.0,272.1,0.0
51585,2030000000000000.0,DHPL,58,58,62.0,294.0,0.0
51586,2030000000000000.0,UPPER,49,38,59.0,185.0,0.0
51587,2030000000000000.0,UPPER,49,37,373.0,185.0,0.0
51588,2030000000000000.0,TVCL,42,52,13.0,438.0,0.0
51589,2030000000000000.0,NYADI,39,62,490.0,404.0,0.0
51590,2030000000000000.0,AKPL,17,28,470.0,255.0,0.0
51591,2030000000000000.0,MMF1,58,29,0.0,9.8,0.0
51592,2030000000000000.0,MMF1,46,29,100.0,9.8,980.0
51593,2030000000000000.0,RNLI,45,45,1.0,450.2,450.2
51594,2030000000000000.0,TTL,52,38,10.0,786.0,0.0
51595,2030000000000000.0,UPCL,22,6,200.0,412.9,0.0
51596,2030000000000000.0,UPCL,58,25,25.0,412.8,0.0
51597,2030000000000000.0,UPCL,34,25,25.0,412.8,0.0
51598,2030000000000000.0,NABIL,58,65,10.0,512.0,0.0
51599,2030000000000000.0,NABIL,58,38,10.0,512.0,0.0
51600,2030000000000000.0,NABIL,58,34,133.0,512.0,0.0
51601,2030000000000000.0,CLI,44,32,10.0,459.0,0.0
51602,2030000000000000.0,GVL,35,55,10.0,536.0,0.0
51603,2030000000000000.0,SHL,55,44,200.0,549.9,0.0
51604,2030000000000000.0,UPPER,45,37,10.0,185.0,0.0
51605,2030000000000000.0,HBL,25,58,10.0,200.6,0.0
51606,2030000000000000.0,PURE,25,49,10.0,800.0,0.0
51607,2030000000000000.0,PURE,25,32,10.0,800.0,0.0
51608,2030000000000000.0,PURE,25,51,10.0,800.0,0.0
51609,2030000000000000.0,PURE,25,54,20.0,800.0,0.0
51610,2030000000000000.0,SKBBL,35,45,10.0,897.0,0.0
51611,2030000000000000.0,EBL,46,42,12.0,716.3,0.0
51612,2030000000000000.0,HBL,25,45,10.0,200.6,0.0
51613,2030000000000000.0,SRLI,14,45,100.0,395.0,0.0
51614,2030000000000000.0,UPCL,34,16,975.0,412.8,0.0
51615,2030000000000000.0,HBL,25,28,10.0,200.6,0.0
51616,2030000000000000.0,BHDC,97,80,80.0,582.1,0.0
51617,2030000000000000.0,AHPC,43,32,100.0,285.0,0.0
51618,2030000000000000.0,SHL,55,44,300.0,549.9,0.0
51619,2030000000000000.0,ICFC,70,36,282.0,655.0,0.0
51620,2030000000000000.0,ICFC,8,36,18.0,655.0,0.0
51621,2030000000000000.0,HBL,25,89,10.0,200.6,0.0
51622,2030000000000000.0,HDL,1,32,231.0,0.0,0.0
51623,2030000000000000.0,HDL,38,32,100.0,0.0,0.0
51624,2030000000000000.0,HDL,38,32,20.0,0.0,0.0
51625,2030000000000000.0,HDL,14,32,149.0,0.0,0.0
51626,2030000000000000.0,NGPL,38,5,80.0,398.2,0.0
51627,2030000000000000.0,MHL,54,48,20.0,487.0,0.0
51628,2030000000000000.0,SANVI,47,26,10.0,615.0,0.0
51629,2030000000000000.0,SANVI,47,58,10.0,615.0,0.0
51630,2030000000000000.0,RMF1,58,6,100.0,9.2,920.0
51631,2030000000000000.0,RMF1,17,6,100.0,9.2,920.0
51632,2030000000000000.0,MKHL,59,52,10.0,733.0,0.0
51633,2030000000000000.0,NRM,39,14,720.0,457.0,0.0
51634,2030000000000000.0,EBL,58,42,10.0,716.3,0.0
51635,2030000000000000.0,HBL,25,48,10.0,200.6,0.0
51636,2030000000000000.0,SHPC,4,49,49.0,544.0,0.0
51637,2030000000000000.0,SHPC,54,49,131.0,544.0,0.0
51638,2030000000000000.0,SHPC,54,1,69.0,544.0,0.0
51639,2030000000000000.0,HRL,90,45,11.0,990.2,0.0
51640,2030000000000000.0,MKJC,45,47,250.0,600.0,0.0
51641,2030000000000000.0,MKJC,45,90,50.0,600.0,0.0
51642,2030000000000000.0,MKJC,45,58,200.0,600.0,0.0
51643,2030000000000000.0,UHEWA,43,36,35.0,551.2,0.0
51644,2030000000000000.0,UHEWA,38,36,30.0,551.3,0.0
51645,2030000000000000.0,NRIC,66,34,65.0,0.0,0.0
51646,2030000000000000.0,HBL,25,38,10.0,200.6,0.0
51647,2030000000000000.0,BNHC,74,49,10.0,494.0,0.0
51648,2030000000000000.0,PMHPL,42,29,450.0,356.9,0.0
51649,2030000000000000.0,PMHPL,42,6,25.0,356.9,0.0
51650,2030000000000000.0,PMHPL,42,58,25.0,356.8,0.0
51651,2030000000000000.0,CLI,57,49,13.0,459.0,0.0
51652,2030000000000000.0,HDL,67,25,100.0,0.0,0.0
51653,2030000000000000.0,HDL,57,25,10.0,0.0,0.0
51654,2030000000000000.0,SCB,42,22,80.0,635.0,0.0
51655,2030000000000000.0,SCB,44,22,48.0,635.0,0.0
51656,2030000000000000.0,SCB,14,22,40.0,636.0,0.0
51657,2030000000000000.0,TTL,10,46,10.0,785.1,0.0
51658,2030000000000000.0,SARBTM,76,56,10.0,910.0,0.0
51659,2030000000000000.0,TSHL,49,62,20.0,752.3,0.0
51660,2030000000000000.0,TSHL,53,62,10.0,752.5,0.0
51661,2030000000000000.0,TSHL,57,62,10.0,753.0,0.0
51662,2030000000000000.0,USHEC,45,32,10.0,466.0,0.0
51663,2030000000000000.0,HBL,25,57,10.0,200.6,0.0
51664,2030000000000000.0,HBL,25,40,10.0,200.6,0.0
51665,2030000000000000.0,UPCL,55,16,25.0,412.8,0.0
51666,2030000000000000.0,UPCL,55,99,58.0,412.8,0.0
51667,2030000000000000.0,UPCL,55,44,917.0,412.6,0.0
51668,2030000000000000.0,HBL,58,39,150.0,201.0,0.0
51669,2030000000000000.0,HBL,58,49,10.0,200.9,0.0
51670,2030000000000000.0,HBL,58,58,10.0,200.8,0.0
51671,2030000000000000.0,HBL,58,58,10.0,200.8,0.0
51672,2030000000000000.0,HBL,58,72,10.0,200.7,0.0
51673,2030000000000000.0,HBL,58,36,10.0,200.7,0.0
51674,2030000000000000.0,TTL,58,19,10.0,789.9,0.0
51675,2030000000000000.0,TTL,58,55,10.0,789.7,0.0
51676,2030000000000000.0,TTL,58,58,10.0,788.0,0.0
51677,2030000000000000.0,TTL,58,58,10.0,788.0,0.0
51678,2030000000000000.0,TTL,58,49,10.0,787.0,0.0
51679,2030000000000000.0,TTL,58,58,10.0,786.0,0.0
51680,2030000000000000.0,TTL,58,49,10.0,786.0,0.0
51681,2030000000000000.0,TTL,58,57,10.0,786.0,0.0
51682,2030000000000000.0,TTL,58,38,10.0,786.0,0.0
51683,2030000000000000.0,TTL,58,43,10.0,786.0,0.0
51684,2030000000000000.0,TTL,58,45,10.0,786.0,0.0
51685,2030000000000000.0,TTL,58,32,10.0,786.0,0.0
51686,2030000000000000.0,NESDO,13,45,28.0,0.0,0.0
51687,2030000000000000.0,NESDO,13,45,12.0,0.0,0.0
51688,2030000000000000.0,NESDO,7,45,10.0,0.0,0.0
51689,2030000000000000.0,NESDO,1,45,50.0,0.0,0.0
51690,2030000000000000.0,NESDO,39,45,50.0,0.0,0.0
51691,2030000000000000.0,NESDO,1,45,50.0,0.0,0.0
51692,2030000000000000.0,PPCL,39,25,10.0,321.0,0.0
51693,2030000000000000.0,SNLI,35,32,10.0,455.0,0.0
51694,2030000000000000.0,BHCL,46,58,30.0,479.0,0.0
51695,2030000000000000.0,SBL,101,4,300.0,374.0,0.0
51696,2030000000000000.0,SGHC,49,49,150.0,338.5,0.0
51697,2030000000000000.0,SGHC,42,49,10.0,338.6,0.0
51698,2030000000000000.0,SGHC,6,49,50.0,340.0,0.0
51699,2030000000000000.0,MKJC,21,6,500.0,599.9,0.0
51700,2030000000000000.0,SRLI,41,35,12.0,394.0,0.0
51701,2030000000000000.0,HBL,25,55,10.0,200.6,0.0
51702,2030000000000000.0,GCIL,38,50,1.0,473.0,473.0
51703,2030000000000000.0,SALICO,42,41,150.0,682.0,0.0
51704,2030000000000000.0,SMPDA,52,29,10.0,907.0,0.0
51705,2030000000000000.0,NRIC,81,49,48.0,0.0,0.0
51706,2030000000000000.0,NRIC,81,51,452.0,0.0,0.0
51707,2030000000000000.0,SRLI,41,40,11.0,394.0,0.0
51708,2030000000000000.0,BHPL,57,35,100.0,695.1,0.0
51709,2030000000000000.0,NRIC,38,41,1.0,0.0,0.0
51710,2030000000000000.0,HBL,25,36,10.0,200.6,0.0
51711,2030000000000000.0,SPDL,19,58,80.0,401.0,0.0
51712,2030000000000000.0,HRL,29,43,17.0,994.0,0.0
51713,2030000000000000.0,UPCL,57,59,50.0,412.5,0.0
51714,2030000000000000.0,UPCL,7,59,50.0,412.6,0.0
51715,2030000000000000.0,SJLIC,43,32,10.0,427.5,0.0
51716,2030000000000000.0,PFL,35,63,10.0,395.6,0.0
51717,2030000000000000.0,LSL,46,16,40.0,231.8,0.0
51718,2030000000000000.0,VLUCL,18,7,10.0,545.1,0.0
51719,2030000000000000.0,HBL,25,58,10.0,200.6,0.0
51720,2030000000000000.0,HRL,69,18,10.0,995.0,0.0
51721,2030000000000000.0,SMJC,80,32,10.0,537.3,0.0
51722,2030000000000000.0,TAMOR,57,34,10.0,491.4,0.0
51723,2030000000000000.0,HBL,25,6,10.0,200.6,0.0
51724,2030000000000000.0,CLI,45,45,3.0,457.2,0.0
51725,2030000000000000.0,HBL,25,58,10.0,200.6,0.0
51726,2030000000000000.0,NRIC,66,38,79.0,0.0,0.0
51727,2030000000000000.0,BHCL,46,58,300.0,479.0,0.0
51728,2030000000000000.0,BHCL,16,58,60.0,479.0,0.0
51729,2030000000000000.0,MPFL,32,54,50.0,580.0,0.0
51730,2030000000000000.0,CLI,42,34,13.0,459.1,0.0
51731,2030000000000000.0,MKJC,45,6,351.0,599.7,0.0
51732,2030000000000000.0,HBL,25,38,10.0,200.6,0.0
51733,2030000000000000.0,NGPL,38,7,100.0,398.2,0.0
51734,2030000000000000.0,BEDC,8,64,340.0,627.0,0.0
51735,2030000000000000.0,ILI,41,19,10.0,445.0,0.0
51736,2030000000000000.0,EBL,38,17,25.0,717.0,0.0
51737,2030000000000000.0,SRLI,14,45,100.0,395.0,0.0
51738,2030000000000000.0,BARUN,58,42,10.0,326.0,0.0
51739,2030000000000000.0,UPCL,7,99,42.0,412.8,0.0
51740,2030000000000000.0,UPCL,7,42,208.0,412.8,0.0
51741,2030000000000000.0,HBL,25,42,10.0,200.6,0.0
51742,2030000000000000.0,MLBSL,1,49,20.0,0.0,0.0
51743,2030000000000000.0,PCBL,74,45,10.0,253.7,0.0
51744,2030000000000000.0,SRLI,41,37,10.0,394.0,0.0
51745,2030000000000000.0,TTL,10,59,10.0,785.1,0.0
51746,2030000000000000.0,GRDBL,58,49,3.0,0.0,0.0
51747,2030000000000000.0,HBL,25,58,10.0,200.6,0.0
51748,2030000000000000.0,SGIC,19,32,10.0,547.0,0.0
51749,2030000000000000.0,ULHC,72,34,10.0,460.0,0.0
51750,2030000000000000.0,HBL,25,49,10.0,200.6,0.0
51751,2030000000000000.0,HBL,25,49,10.0,200.6,0.0
51752,2030000000000000.0,TSHL,57,58,10.0,753.0,0.0
51753,2030000000000000.0,NYADI,39,34,10.0,404.0,0.0
51754,2030000000000000.0,BHCL,16,45,10.0,479.0,0.0
51755,2030000000000000.0,UPPER,7,37,17.0,185.0,0.0
51756,2030000000000000.0,UPPER,7,54,60.0,185.0,0.0
51757,2030000000000000.0,UPPER,7,33,100.0,185.0,0.0
51758,2030000000000000.0,UPPER,7,42,250.0,185.0,0.0
51759,2030000000000000.0,UPPER,7,57,246.0,185.0,0.0
51760,2030000000000000.0,UPPER,7,49,100.0,185.0,0.0
51761,2030000000000000.0,UPPER,7,42,227.0,185.0,0.0
51762,2030000000000000.0,HBL,25,57,10.0,200.6,0.0
51763,2030000000000000.0,AKPL,17,32,30.0,254.8,0.0
51764,2030000000000000.0,NIFRA,33,58,54.0,272.0,0.0
51765,2030000000000000.0,NIFRA,33,29,30.0,272.0,0.0
51766,2030000000000000.0,NIFRA,33,58,40.0,272.0,0.0
51767,2030000000000000.0,NIFRA,33,60,64.0,272.0,0.0
51768,2030000000000000.0,NIFRA,33,47,10.0,272.0,0.0
51769,2030000000000000.0,NIFRA,33,10,54.0,272.0,0.0
51770,2030000000000000.0,NIFRA,33,34,166.0,272.0,0.0
51771,2030000000000000.0,HRL,29,90,50.0,994.0,0.0
51772,2030000000000000.0,TTL,10,35,10.0,785.1,0.0
51773,2030000000000000.0,TTL,10,58,10.0,785.1,0.0
51774,2030000000000000.0,SONA,38,56,10.0,444.0,0.0
51775,2030000000000000.0,PSF,57,35,100.0,10.45,0.0
51776,2030000000000000.0,UNHPL,62,38,513.0,455.0,0.0
51777,2030000000000000.0,HBL,25,32,10.0,200.6,0.0
51778,2030000000000000.0,SHPC,56,34,300.0,543.6,0.0
51779,2030000000000000.0,SHPC,47,34,120.0,543.7,0.0
51780,2030000000000000.0,SHPC,54,34,200.0,544.0,0.0
51781,2030000000000000.0,SHPC,4,34,380.0,544.0,0.0
51782,2030000000000000.0,CREST,36,6,10.0,0.0,0.0
51783,2030000000000000.0,BARUN,46,49,900.0,327.0,0.0
51784,2030000000000000.0,BARUN,46,47,100.0,327.0,0.0
51785,2030000000000000.0,UNHPL,62,71,103.0,455.0,0.0
51786,2030000000000000.0,RNLI,32,32,10.0,452.2,0.0
51787,2030000000000000.0,HBL,21,55,10.0,200.6,0.0
51788,2030000000000000.0,NABIL,42,34,198.0,512.0,0.0
51789,2030000000000000.0,DDBL,43,29,10.0,863.0,0.0
51790,2030000000000000.0,MEN,26,53,13.0,620.0,0.0
51791,2030000000000000.0,MEN,26,58,100.0,620.0,0.0
51792,2030000000000000.0,HRL,69,18,10.0,995.0,0.0
51793,2030000000000000.0,MMF1,46,84,100.0,9.8,980.0
51794,2030000000000000.0,BEDC,64,64,260.0,627.0,0.0
51795,2030000000000000.0,KMCDB,45,16,1.0,0.0,0.0
51796,2030000000000000.0,UNHPL,62,38,100.0,455.0,0.0
51797,2030000000000000.0,GHL,57,25,30.0,220.2,0.0
51798,2030000000000000.0,NTC,55,29,6.0,822.0,0.0
51799,2030000000000000.0,TTL,32,42,10.0,785.0,0.0
51800,2030000000000000.0,RIDI,41,32,10.0,228.1,0.0
51801,2030000000000000.0,UNHPL,62,51,500.0,455.0,0.0
51802,2030000000000000.0,BHCL,16,14,10.0,479.0,0.0
51803,2030000000000000.0,SANVI,47,34,10.0,615.0,0.0
51804,2030000000000000.0,SANVI,47,38,10.0,615.0,0.0
51805,2030000000000000.0,SANVI,47,34,10.0,614.0,0.0
51806,2030000000000000.0,SANVI,47,16,44.0,613.9,0.0
51807,2030000000000000.0,SANVI,47,57,10.0,613.0,0.0
51808,2030000000000000.0,SANVI,47,58,10.0,613.0,0.0
51809,2030000000000000.0,SANVI,47,4,10.0,613.0,0.0
51810,2030000000000000.0,SANVI,47,58,20.0,613.0,0.0
51811,2030000000000000.0,SANVI,47,49,10.0,613.0,0.0
51812,2030000000000000.0,SANVI,47,45,10.0,613.0,0.0
51813,2030000000000000.0,NRM,26,34,10.0,456.3,0.0
51814,2030000000000000.0,SONA,38,41,180.0,444.0,0.0
51815,2030000000000000.0,SONA,90,58,10.0,445.0,0.0
51816,2030000000000000.0,SONA,90,35,10.0,445.0,0.0
51817,2030000000000000.0,UNHPL,62,58,20.0,455.0,0.0
51818,2030000000000000.0,HBL,7,42,10.0,200.7,0.0
51819,2030000000000000.0,HBL,21,38,10.0,200.6,0.0
51820,2030000000000000.0,HBL,21,49,10.0,200.6,0.0
51821,2030000000000000.0,BHL,49,55,5.0,185.6,928.0
51822,2030000000000000.0,HBL,21,34,10.0,200.6,0.0
51823,2030000000000000.0,NRM,39,14,200.0,457.0,0.0
51824,2030000000000000.0,CHDC,83,6,2.0,0.0,0.0
51825,2030000000000000.0,NRM,42,14,190.0,457.0,0.0
51826,2030000000000000.0,HIMSTAR,3,8,10.0,430.5,0.0
51827,2030000000000000.0,HBL,21,38,10.0,200.6,0.0
51828,2030000000000000.0,PMLI,17,32,10.0,488.2,0.0
51829,2030000000000000.0,DORDI,33,55,20.0,240.1,0.0
51830,2030000000000000.0,NRN,39,35,100.0,0.0,0.0
51831,2030000000000000.0,HBL,21,58,10.0,200.6,0.0
51832,2030000000000000.0,HBL,21,58,10.0,200.6,0.0
51833,2030000000000000.0,VLUCL,18,56,10.0,545.1,0.0
51834,2030000000000000.0,NIFRA,56,45,360.0,271.1,0.0
51835,2030000000000000.0,NIFRA,16,45,36.0,271.2,0.0
51836,2030000000000000.0,SONA,38,45,10.0,444.0,0.0
51837,2030000000000000.0,CLI,70,38,13.0,459.2,0.0
51838,2030000000000000.0,SHEL,56,37,10.0,304.9,0.0
51839,2030000000000000.0,MMF1,46,48,300.0,9.8,0.0
51840,2030000000000000.0,NRN,35,39,90.0,0.0,0.0
51841,2030000000000000.0,NRN,66,39,10.0,0.0,0.0
51842,2030000000000000.0,MMKJL,69,52,200.0,575.0,0.0
51843,2030000000000000.0,IHL,38,35,20.0,544.0,0.0
51844,2030000000000000.0,IHL,38,58,10.0,544.0,0.0
51845,2030000000000000.0,HBL,21,57,10.0,200.6,0.0
51846,2030000000000000.0,MEN,4,58,900.0,620.0,0.0
51847,2030000000000000.0,MEN,4,59,100.0,620.0,0.0
51848,2030000000000000.0,HLI,21,40,1.0,390.0,390.0
51849,2030000000000000.0,HATHY,1,38,2.0,0.0,0.0
51850,2030000000000000.0,NIFRA,16,32,10.0,271.2,0.0
51851,2030000000000000.0,USHEC,51,41,10.0,468.0,0.0
51852,2030000000000000.0,USHEC,60,41,48.0,468.2,0.0
51853,2030000000000000.0,SNLI,35,34,12.0,455.0,0.0
51854,2030000000000000.0,UPCL,39,42,200.0,412.5,0.0
51855,2030000000000000.0,HBL,21,38,10.0,200.6,0.0
51856,2030000000000000.0,BHCL,13,46,10.0,479.1,0.0
51857,2030000000000000.0,ICFC,33,36,100.0,655.1,0.0
51858,2030000000000000.0,BHCL,13,48,10.0,479.1,0.0
51859,2030000000000000.0,TTL,32,29,10.0,785.0,0.0
51860,2030000000000000.0,NIMB,58,59,50.0,208.6,0.0
51861,2030000000000000.0,NICA,1,52,100.0,341.1,0.0
51862,2030000000000000.0,MEHL,17,22,185.0,430.9,0.0
51863,2030000000000000.0,MEHL,17,34,10.0,425.0,0.0
51864,2030000000000000.0,MEHL,17,4,50.0,424.4,0.0
51865,2030000000000000.0,MEHL,17,13,355.0,423.4,0.0
51866,2030000000000000.0,HBL,21,58,10.0,200.6,0.0
51867,2030000000000000.0,BHCL,13,58,10.0,479.1,0.0
51868,2030000000000000.0,UHEWA,28,56,10.0,554.0,0.0
51869,2030000000000000.0,SANIMA,94,14,60.0,367.0,0.0
51870,2030000000000000.0,UNHPL,62,58,50.0,455.0,0.0
51871,2030000000000000.0,ILI,41,32,10.0,445.0,0.0
51872,2030000000000000.0,CZBIL,55,34,0.0,205.0,0.0
51873,2030000000000000.0,SHIVM,94,39,28.0,590.0,0.0
51874,2030000000000000.0,SHIVM,47,39,30.0,590.0,0.0
51875,2030000000000000.0,SHIVM,34,39,42.0,591.0,0.0
51876,2030000000000000.0,UNHPL,62,14,100.0,455.0,0.0
51877,2030000000000000.0,UNHPL,62,49,94.0,455.0,0.0
51878,2030000000000000.0,UNHPL,62,38,0.0,455.0,0.0
51879,2030000000000000.0,UNHPL,62,17,200.0,455.0,0.0
51880,2030000000000000.0,UNHPL,62,35,500.0,454.5,0.0
51881,2030000000000000.0,ULHC,72,66,10.0,456.1,0.0
51882,2030000000000000.0,UPCL,32,99,100.0,412.0,0.0
51883,2030000000000000.0,SBCF,17,62,100.0,9.12,912.0
51884,2030000000000000.0,SHEL,62,58,168.0,304.6,0.0
51885,2030000000000000.0,SHEL,3,38,30.0,304.0,0.0
51886,2030000000000000.0,DHPL,58,57,100.0,294.0,0.0
51887,2030000000000000.0,DHPL,58,38,42.0,294.0,0.0
51888,2030000000000000.0,SSHL,41,7,100.0,176.0,0.0
51889,2030000000000000.0,HBL,21,58,10.0,200.6,0.0
51890,2030000000000000.0,CREST,36,7,375.0,0.0,0.0
51891,2030000000000000.0,CREST,90,7,25.0,0.0,0.0
51892,2030000000000000.0,MEL,57,58,10.0,282.0,0.0
51893,2030000000000000.0,SHPC,4,49,120.0,544.0,0.0
51894,2030000000000000.0,ILI,45,35,2.0,443.2,886.4
51895,2030000000000000.0,HRL,29,32,10.0,994.0,0.0
51896,2030000000000000.0,CKHL,1,56,10.0,635.0,0.0
51897,2030000000000000.0,MKCL,75,52,50.0,0.0,0.0
51898,2030000000000000.0,NICLBSL,55,40,10.0,571.0,0.0
51899,2030000000000000.0,TTL,32,49,10.0,785.0,0.0
51900,2030000000000000.0,BEDC,50,64,370.0,627.0,0.0
51901,2030000000000000.0,SJLIC,43,66,11.0,427.5,0.0
51902,2030000000000000.0,HBL,21,42,10.0,200.6,0.0
51903,2030000000000000.0,SADBL,21,45,50.0,425.0,0.0
51904,2030000000000000.0,AKPL,71,28,0.0,255.0,0.0
51905,2030000000000000.0,NMIC,55,38,10.0,0.0,0.0
51906,2030000000000000.0,NHDL,41,32,4.0,670.1,0.0
51907,2030000000000000.0,SIKLES,54,66,52.0,712.0,0.0
51908,2030000000000000.0,CLI,42,19,10.0,459.1,0.0
51909,2030000000000000.0,NRM,42,48,10.0,457.0,0.0
51910,2030000000000000.0,NIFRA,13,45,54.0,271.9,0.0
51911,2030000000000000.0,MKJC,46,57,9.0,597.0,0.0
51912,2030000000000000.0,BHCL,13,48,10.0,479.1,0.0
51913,2030000000000000.0,SCB,44,49,12.0,635.0,0.0
51914,2030000000000000.0,UPCL,32,7,100.0,412.0,0.0
51915,2030000000000000.0,UPCL,32,38,50.0,412.0,0.0
51916,2030000000000000.0,UPCL,32,52,600.0,412.0,0.0
51917,2030000000000000.0,UPCL,32,42,20.0,412.0,0.0
51918,2030000000000000.0,UPCL,32,21,0.0,412.0,0.0
51919,2030000000000000.0,HIMSTAR,3,41,10.0,430.5,0.0
51920,2030000000000000.0,UPCL,42,21,51.0,412.0,0.0
51921,2030000000000000.0,UPCL,42,28,100.0,412.0,0.0
51922,2030000000000000.0,UPCL,42,72,59.0,412.0,0.0
51923,2030000000000000.0,NTC,58,35,10.0,829.0,0.0
51924,2030000000000000.0,GBLBS,7,32,10.0,755.0,0.0
51925,2030000000000000.0,GHL,57,6,420.0,220.2,0.0
51926,2030000000000000.0,GHL,49,6,50.0,220.3,0.0
51927,2030000000000000.0,GHL,45,6,500.0,220.3,0.0
51928,2030000000000000.0,GHL,52,6,10.0,220.3,0.0
51929,2030000000000000.0,GHL,43,6,20.0,220.3,0.0
51930,2030000000000000.0,GCIL,8,51,11.0,480.0,0.0
51931,2030000000000000.0,GCIL,8,77,89.0,479.9,0.0
51932,2030000000000000.0,MHCL,3,34,10.0,420.0,0.0
51933,2030000000000000.0,SNLI,42,49,16.0,455.1,0.0
51934,2030000000000000.0,UPCL,49,72,41.0,412.0,0.0
51935,2030000000000000.0,UPCL,49,81,259.0,412.0,0.0
51936,2030000000000000.0,SJLIC,43,33,100.0,427.5,0.0
51937,2030000000000000.0,NABIL,7,58,2.0,511.9,0.0
51938,2030000000000000.0,SAPDBL,38,28,10.0,791.0,0.0
51939,2030000000000000.0,SAPDBL,45,28,105.0,799.0,0.0
51940,2030000000000000.0,BPCL,62,25,15.0,812.0,0.0
51941,2030000000000000.0,SPHL,35,34,10.0,525.0,0.0
51942,2030000000000000.0,NIFRA,16,58,54.0,271.2,0.0
51943,2030000000000000.0,BHL,21,96,10.0,186.1,0.0
51944,2030000000000000.0,HBL,21,35,10.0,200.6,0.0
51945,2030000000000000.0,NGPL,45,7,500.0,400.0,0.0
51946,2030000000000000.0,NGPL,39,7,300.0,400.0,0.0
51947,2030000000000000.0,NGPL,33,7,100.0,401.0,0.0
51948,2030000000000000.0,PURE,38,34,10.0,797.0,0.0
51949,2030000000000000.0,NABBC,58,14,10.0,688.8,0.0
51950,2030000000000000.0,PCBL,28,29,265.0,252.0,0.0
51951,2030000000000000.0,UPPER,58,42,39.0,185.0,0.0
51952,2030000000000000.0,HBL,21,38,10.0,200.6,0.0
51953,2030000000000000.0,EBL,28,32,50.0,717.0,0.0
51954,2030000000000000.0,HBL,21,14,10.0,200.6,0.0
51955,2030000000000000.0,CZBIL,6,6,10.0,204.1,0.0
51956,2030000000000000.0,HBL,7,57,10.0,200.6,0.0
51957,2030000000000000.0,SANIMA,6,14,940.0,367.0,0.0
51958,2030000000000000.0,SANIMA,6,4,260.0,367.0,0.0
51959,2030000000000000.0,KPCL,76,14,10.0,562.0,0.0
51960,2030000000000000.0,HBL,58,56,10.0,200.6,0.0
51961,2030000000000000.0,NICLBSL,55,29,10.0,571.0,0.0
51962,2030000000000000.0,SBI,33,49,25.0,386.1,0.0
51963,2030000000000000.0,NCCD86,11,58,100.0,0.0,0.0
51964,2030000000000000.0,SARBTM,34,56,200.0,901.1,0.0
51965,2030000000000000.0,SARBTM,74,56,100.0,901.1,0.0
51966,2030000000000000.0,UPCL,41,81,415.0,412.0,0.0
51967,2030000000000000.0,UPCL,41,57,85.0,411.9,0.0
51968,2030000000000000.0,SRLI,41,66,11.0,394.0,0.0
51969,2030000000000000.0,SHIVM,69,32,16.0,591.0,0.0
51970,2030000000000000.0,UPCL,45,57,350.0,411.9,0.0
51971,2030000000000000.0,UPCL,45,7,50.0,411.8,0.0
51972,2030000000000000.0,MEN,42,32,10.0,619.8,0.0
51973,2030000000000000.0,BHCL,16,48,10.0,479.0,0.0
51974,2030000000000000.0,SAPDBL,45,28,100.0,799.0,0.0
51975,2030000000000000.0,AHL,42,32,998.0,600.0,0.0
51976,2030000000000000.0,AHL,57,32,300.0,600.0,0.0
51977,2030000000000000.0,AHL,28,32,52.0,600.0,0.0
51978,2030000000000000.0,MEHL,16,34,10.0,411.1,0.0
51979,2030000000000000.0,HATHY,1,45,4.0,0.0,0.0
51980,2030000000000000.0,CLI,42,32,10.0,459.1,0.0
51981,2030000000000000.0,HBL,58,52,10.0,200.6,0.0
51982,2030000000000000.0,HRL,29,56,21.0,994.0,0.0
51983,2030000000000000.0,RNLI,32,34,12.0,452.2,0.0
51984,2030000000000000.0,HBL,58,40,10.0,200.6,0.0
51985,2030000000000000.0,NICFC,78,84,100.0,8.87,887.0
51986,2030000000000000.0,HBL,58,14,10.0,200.6,0.0
51987,2030000000000000.0,NGPL,33,62,200.0,401.0,0.0
51988,2030000000000000.0,HRL,29,41,10.0,994.0,0.0
51989,2030000000000000.0,HRL,29,18,20.0,994.0,0.0
51990,2030000000000000.0,HRL,29,49,10.0,992.0,0.0
51991,2030000000000000.0,HBL,58,43,10.0,200.6,0.0
51992,2030000000000000.0,HBL,16,38,10.0,200.7,0.0
51993,2030000000000000.0,HBL,16,42,10.0,200.7,0.0
51994,2030000000000000.0,MLBL,62,45,127.0,391.0,0.0
51995,2030000000000000.0,SNLI,42,45,16.0,455.1,0.0
51996,2030000000000000.0,LICN,1,7,10.0,847.0,0.0
51997,2030000000000000.0,NIMB,48,16,104.0,206.6,0.0
51998,2030000000000000.0,ANLB,34,62,10.0,0.0,0.0
51999,2030000000000000.0,BHL,7,22,26.0,186.0,0.0
52000,2030000000000000.0,ALBSL,67,32,10.0,0.0,0.0
52001,2030000000000000.0,SAPDBL,45,3,100.0,799.0,0.0
52002,2030000000000000.0,SAPDBL,45,8,140.0,798.8,0.0
52003,2030000000000000.0,SAPDBL,45,57,20.0,798.0,0.0
52004,2030000000000000.0,SAPDBL,45,42,35.0,798.0,0.0
52005,2030000000000000.0,MMF1,58,39,0.0,9.82,0.0
52006,2030000000000000.0,ALBSL,67,80,11.0,0.0,0.0
52007,2030000000000000.0,NABIL,49,49,33.0,511.5,0.0
